"image_id","reference_name","reference_path","width","height","source_tif","frame_index"
"Colorado+htb2-GFP_frame_004","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_004_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","4"
"Colorado+htb2-GFP_frame_005","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_005_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","5"
"Colorado+htb2-GFP_frame_005","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_005_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","5"
"Colorado+htb2-GFP_frame_005","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_005_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","5"
"Colorado+htb2-GFP_frame_006","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_006_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","6"
"Colorado+htb2-GFP_frame_006","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_006_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","6"
"Colorado+htb2-GFP_frame_006","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_006_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","6"
"Colorado+htb2-GFP_frame_007","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_007_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","7"
"Colorado+htb2-GFP_frame_007","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_007_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","7"
"Colorado+htb2-GFP_frame_007","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_007_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","7"
"Colorado+htb2-GFP_frame_008","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_008_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","8"
"Colorado+htb2-GFP_frame_008","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_008_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","8"
"Colorado+htb2-GFP_frame_008","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_008_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","8"
"Colorado+htb2-GFP_frame_009","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_009_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","9"
"Colorado+htb2-GFP_frame_009","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_009_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","9"
"Colorado+htb2-GFP_frame_009","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_009_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","9"
"Colorado+htb2-GFP_frame_010","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_010_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","10"
"Colorado+htb2-GFP_frame_010","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_010_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","10"
"Colorado+htb2-GFP_frame_010","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_010_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","10"
"Colorado+htb2-GFP_frame_011","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_011_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","11"
"Colorado+htb2-GFP_frame_011","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_011_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","11"
"Colorado+htb2-GFP_frame_011","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_011_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","11"
"Colorado+htb2-GFP_frame_012","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_012_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","12"
"Colorado+htb2-GFP_frame_012","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_012_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","12"
"Colorado+htb2-GFP_frame_012","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_012_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","12"
"Colorado+htb2-GFP_frame_013","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_013_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","13"
"Colorado+htb2-GFP_frame_013","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_013_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","13"
"Colorado+htb2-GFP_frame_013","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_013_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","13"
"Colorado+htb2-GFP_frame_014","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_014_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","14"
"Colorado+htb2-GFP_frame_014","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_014_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","14"
"Colorado+htb2-GFP_frame_014","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_014_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","14"
"Colorado+htb2-GFP_frame_015","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_015_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","15"
"Colorado+htb2-GFP_frame_015","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_015_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","15"
"Colorado+htb2-GFP_frame_015","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_015_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","15"
"Colorado+htb2-GFP_frame_016","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_016_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","16"
"Colorado+htb2-GFP_frame_016","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_016_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","16"
"Colorado+htb2-GFP_frame_016","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_016_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","16"
"Colorado+htb2-GFP_frame_017","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_017_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","17"
"Colorado+htb2-GFP_frame_017","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_017_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","17"
"Colorado+htb2-GFP_frame_017","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_017_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","17"
"Colorado+htb2-GFP_frame_018","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_018_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","18"
"Colorado+htb2-GFP_frame_018","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_018_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","18"
"Colorado+htb2-GFP_frame_018","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_018_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","18"
"Colorado+htb2-GFP_frame_019","Trans","result_pic\from_source_tifs\references\Trans\Colorado+htb2-GFP_frame_019_Trans.png","256","256","20240713_the one\Colorado+htb2-GFP_Trans_center.tif","19"
"Colorado+htb2-GFP_frame_019","GFP projected","result_pic\from_source_tifs\references\GFP_projected\Colorado+htb2-GFP_frame_019_GFP_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_GFP_center.tif","19"
"Colorado+htb2-GFP_frame_019","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\Colorado+htb2-GFP_frame_019_mCherry_projected.png","256","256","20240713_the one\Colorado+htb2-GFP_mCherry_center.tif","19"
"_ess_dense_frame_000","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_000_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","0"
"_ess_dense_frame_000","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_000_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","0"
"_ess_dense_frame_000","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_000_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","0"
"_ess_dense_frame_001","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_001_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","1"
"_ess_dense_frame_001","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_001_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","1"
"_ess_dense_frame_001","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_001_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","1"
"_ess_dense_frame_002","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_002_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","2"
"_ess_dense_frame_002","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_002_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","2"
"_ess_dense_frame_002","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_002_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","2"
"_ess_dense_frame_003","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_003_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","3"
"_ess_dense_frame_003","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_003_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","3"
"_ess_dense_frame_003","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_003_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","3"
"_ess_dense_frame_004","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_004_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","4"
"_ess_dense_frame_004","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_004_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","4"
"_ess_dense_frame_004","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_004_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","4"
"_ess_dense_frame_005","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_005_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","5"
"_ess_dense_frame_005","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_005_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","5"
"_ess_dense_frame_005","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_005_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","5"
"_ess_dense_frame_006","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_006_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","6"
"_ess_dense_frame_006","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_006_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","6"
"_ess_dense_frame_006","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_006_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","6"
"_ess_dense_frame_007","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_007_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","7"
"_ess_dense_frame_007","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_007_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","7"
"_ess_dense_frame_007","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_007_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","7"
"_ess_dense_frame_008","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_008_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","8"
"_ess_dense_frame_008","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_008_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","8"
"_ess_dense_frame_008","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_008_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","8"
"_ess_dense_frame_009","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_009_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","9"
"_ess_dense_frame_009","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_009_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","9"
"_ess_dense_frame_009","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_009_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","9"
"_ess_dense_frame_010","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_010_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","10"
"_ess_dense_frame_010","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_010_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","10"
"_ess_dense_frame_010","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_010_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","10"
"_ess_dense_frame_011","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_011_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","11"
"_ess_dense_frame_011","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_011_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","11"
"_ess_dense_frame_011","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_011_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","11"
"_ess_dense_frame_012","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_012_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","12"
"_ess_dense_frame_012","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_012_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","12"
"_ess_dense_frame_012","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_012_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","12"
"_ess_dense_frame_013","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_013_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","13"
"_ess_dense_frame_013","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_013_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","13"
"_ess_dense_frame_013","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_013_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","13"
"_ess_dense_frame_014","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_014_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","14"
"_ess_dense_frame_014","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_014_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","14"
"_ess_dense_frame_014","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_014_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","14"
"_ess_dense_frame_015","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_015_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","15"
"_ess_dense_frame_015","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_015_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","15"
"_ess_dense_frame_015","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_015_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","15"
"_ess_dense_frame_016","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_016_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","16"
"_ess_dense_frame_016","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_016_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","16"
"_ess_dense_frame_016","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_016_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","16"
"_ess_dense_frame_017","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_017_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","17"
"_ess_dense_frame_017","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_017_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","17"
"_ess_dense_frame_017","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_017_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","17"
"_ess_dense_frame_018","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_018_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","18"
"_ess_dense_frame_018","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_018_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","18"
"_ess_dense_frame_018","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_018_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","18"
"_ess_dense_frame_019","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_019_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","19"
"_ess_dense_frame_019","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_019_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","19"
"_ess_dense_frame_019","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_019_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","19"
"_ess_dense_frame_020","Trans","result_pic\from_source_tifs\references\Trans\_ess dense_frame_020_Trans.png","256","256","20240724_image processing project\_ess dense_Trans_center.tif","20"
"_ess_dense_frame_020","GFP projected","result_pic\from_source_tifs\references\GFP_projected\_ess dense_frame_020_GFP_projected.png","256","256","20240724_image processing project\_ess dense_GFP_center.tif","20"
"_ess_dense_frame_020","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\_ess dense_frame_020_mCherry_projected.png","256","256","20240724_image processing project\_ess dense_mCherry_center.tif","20"
"alphafactor_arrest_frame_000","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_000_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","0"
"alphafactor_arrest_frame_000","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_000_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","0"
"alphafactor_arrest_frame_000","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_000_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","0"
"alphafactor_arrest_frame_001","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_001_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","1"
"alphafactor_arrest_frame_001","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_001_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","1"
"alphafactor_arrest_frame_001","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_001_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","1"
"alphafactor_arrest_frame_002","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_002_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","2"
"alphafactor_arrest_frame_002","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_002_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","2"
"alphafactor_arrest_frame_002","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_002_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","2"
"alphafactor_arrest_frame_003","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_003_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","3"
"alphafactor_arrest_frame_003","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_003_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","3"
"alphafactor_arrest_frame_003","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_003_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","3"
"alphafactor_arrest_frame_004","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_004_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","4"
"alphafactor_arrest_frame_004","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_004_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","4"
"alphafactor_arrest_frame_004","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_004_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","4"
"alphafactor_arrest_frame_005","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_005_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","5"
"alphafactor_arrest_frame_005","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_005_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","5"
"alphafactor_arrest_frame_005","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_005_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","5"
"alphafactor_arrest_frame_006","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_006_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","6"
"alphafactor_arrest_frame_006","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_006_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","6"
"alphafactor_arrest_frame_006","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_006_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","6"
"alphafactor_arrest_frame_007","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_007_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","7"
"alphafactor_arrest_frame_007","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_007_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","7"
"alphafactor_arrest_frame_007","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_007_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","7"
"alphafactor_arrest_frame_008","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_008_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","8"
"alphafactor_arrest_frame_008","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_008_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","8"
"alphafactor_arrest_frame_008","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_008_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","8"
"alphafactor_arrest_frame_009","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_009_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","9"
"alphafactor_arrest_frame_009","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_009_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","9"
"alphafactor_arrest_frame_009","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\alphafactor arrest_frame_009_mCherry_projected.png","256","256","20240724_image processing project\alphafactor arrest mCherry_center.tif","9"
"alphafactor_arrest_frame_010","Trans","result_pic\from_source_tifs\references\Trans\alphafactor arrest_frame_010_Trans.png","256","256","20240724_image processing project\alphafactor arrest Trans_center.tif","10"
"alphafactor_arrest_frame_010","GFP projected","result_pic\from_source_tifs\references\GFP_projected\alphafactor arrest_frame_010_GFP_projected.png","256","256","20240724_image processing project\alphafactor arrest GFP_center.tif","10"
