"image_id","reference_name","reference_path","width","height","source_tif","frame_index"
"training_1_frame_012","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_012_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","12"
"training_1_frame_012","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_012_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","12"
"training_1_frame_012","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_012_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","12"
"training_1_frame_013","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_013_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","13"
"training_1_frame_013","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_013_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","13"
"training_1_frame_013","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_013_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","13"
"training_1_frame_014","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_014_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","14"
"training_1_frame_014","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_014_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","14"
"training_1_frame_014","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_014_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","14"
"training_1_frame_015","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_015_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","15"
"training_1_frame_015","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_015_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","15"
"training_1_frame_015","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_015_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","15"
"training_1_frame_016","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_016_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","16"
"training_1_frame_016","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_016_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","16"
"training_1_frame_016","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_016_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","16"
"training_1_frame_017","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_017_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","17"
"training_1_frame_017","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_017_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","17"
"training_1_frame_017","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_017_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","17"
"training_1_frame_018","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_018_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","18"
"training_1_frame_018","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_018_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","18"
"training_1_frame_018","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_018_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","18"
"training_1_frame_019","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_019_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","19"
"training_1_frame_019","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_019_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","19"
"training_1_frame_019","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_019_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","19"
"training_1_frame_020","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_020_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","20"
"training_1_frame_020","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_020_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","20"
"training_1_frame_020","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_020_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","20"
"training_1_frame_021","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_021_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","21"
"training_1_frame_021","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_021_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","21"
"training_1_frame_021","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_021_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","21"
"training_1_frame_022","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_022_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","22"
"training_1_frame_022","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_022_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","22"
"training_1_frame_022","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_022_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","22"
"training_1_frame_023","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_023_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","23"
"training_1_frame_023","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_023_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","23"
"training_1_frame_023","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_023_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","23"
"training_1_frame_024","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_024_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","24"
"training_1_frame_024","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_024_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","24"
"training_1_frame_024","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_024_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","24"
"training_1_frame_025","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_025_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","25"
"training_1_frame_025","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_025_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","25"
"training_1_frame_025","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_025_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","25"
"training_1_frame_026","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_026_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","26"
"training_1_frame_026","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_026_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","26"
"training_1_frame_026","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_026_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","26"
"training_1_frame_027","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_027_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","27"
"training_1_frame_027","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_027_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","27"
"training_1_frame_027","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_027_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","27"
"training_1_frame_028","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_028_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","28"
"training_1_frame_028","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_028_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","28"
"training_1_frame_028","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_028_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","28"
"training_1_frame_029","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_029_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","29"
"training_1_frame_029","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_029_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","29"
"training_1_frame_029","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_029_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","29"
"training_1_frame_030","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_030_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","30"
"training_1_frame_030","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_030_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","30"
"training_1_frame_030","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_030_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","30"
"training_1_frame_031","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_031_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","31"
"training_1_frame_031","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_031_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","31"
"training_1_frame_031","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_031_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","31"
"training_1_frame_032","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_032_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","32"
"training_1_frame_032","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_032_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","32"
"training_1_frame_032","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_032_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","32"
"training_1_frame_033","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_033_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","33"
"training_1_frame_033","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_033_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","33"
"training_1_frame_033","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_033_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","33"
"training_1_frame_034","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_034_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","34"
"training_1_frame_034","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_034_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","34"
"training_1_frame_034","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_034_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","34"
"training_1_frame_035","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_035_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","35"
"training_1_frame_035","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_035_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","35"
"training_1_frame_035","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_035_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","35"
"training_1_frame_036","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_036_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","36"
"training_1_frame_036","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_036_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","36"
"training_1_frame_036","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_036_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","36"
"training_1_frame_037","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_037_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","37"
"training_1_frame_037","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_037_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","37"
"training_1_frame_037","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_037_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","37"
"training_1_frame_038","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_038_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","38"
"training_1_frame_038","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_038_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","38"
"training_1_frame_038","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_038_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","38"
"training_1_frame_039","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_039_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","39"
"training_1_frame_039","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_039_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","39"
"training_1_frame_039","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_039_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","39"
"training_1_frame_040","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_040_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","40"
"training_1_frame_040","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_040_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","40"
"training_1_frame_040","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_040_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","40"
"training_1_frame_041","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_041_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","41"
"training_1_frame_041","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_041_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","41"
"training_1_frame_041","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_041_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","41"
"training_1_frame_042","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_042_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","42"
"training_1_frame_042","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_042_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","42"
"training_1_frame_042","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_042_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","42"
"training_1_frame_043","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_043_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","43"
"training_1_frame_043","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_043_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","43"
"training_1_frame_043","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_043_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","43"
"training_1_frame_044","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_044_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","44"
"training_1_frame_044","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_044_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","44"
"training_1_frame_044","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_044_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","44"
"training_1_frame_045","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_045_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","45"
"training_1_frame_045","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_045_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","45"
"training_1_frame_045","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_045_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","45"
"training_1_frame_046","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_046_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","46"
"training_1_frame_046","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_046_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","46"
"training_1_frame_046","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_046_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","46"
"training_1_frame_047","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_047_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","47"
"training_1_frame_047","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_047_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","47"
"training_1_frame_047","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_047_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","47"
"training_1_frame_048","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_048_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","48"
"training_1_frame_048","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_048_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","48"
"training_1_frame_048","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_048_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","48"
"training_1_frame_049","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_049_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","49"
"training_1_frame_049","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_049_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","49"
"training_1_frame_049","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_049_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","49"
"training_1_frame_050","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_050_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","50"
"training_1_frame_050","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_050_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","50"
"training_1_frame_050","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_050_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","50"
"training_1_frame_051","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_051_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","51"
"training_1_frame_051","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_051_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","51"
"training_1_frame_051","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_051_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","51"
"training_1_frame_052","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_052_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","52"
"training_1_frame_052","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_052_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","52"
"training_1_frame_052","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_052_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","52"
"training_1_frame_053","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_053_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","53"
"training_1_frame_053","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_053_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","53"
"training_1_frame_053","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_053_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","53"
"training_1_frame_054","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_054_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","54"
"training_1_frame_054","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_054_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","54"
"training_1_frame_054","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_054_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","54"
"training_1_frame_055","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_055_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","55"
"training_1_frame_055","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_055_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","55"
"training_1_frame_055","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_055_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","55"
"training_1_frame_056","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_056_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","56"
"training_1_frame_056","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_056_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","56"
"training_1_frame_056","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_056_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","56"
"training_1_frame_057","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_057_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","57"
"training_1_frame_057","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_057_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","57"
"training_1_frame_057","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_057_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","57"
"training_1_frame_058","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_058_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","58"
"training_1_frame_058","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_058_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","58"
"training_1_frame_058","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_058_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","58"
"training_1_frame_059","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_059_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","59"
"training_1_frame_059","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_059_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","59"
"training_1_frame_059","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_059_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","59"
"training_1_frame_060","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_060_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","60"
"training_1_frame_060","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_060_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","60"
"training_1_frame_060","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_060_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","60"
"training_1_frame_061","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_061_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","61"
"training_1_frame_061","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_061_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","61"
"training_1_frame_061","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_061_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","61"
"training_1_frame_062","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_062_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","62"
"training_1_frame_062","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_062_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","62"
"training_1_frame_062","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_062_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","62"
"training_1_frame_063","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_063_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","63"
"training_1_frame_063","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_063_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","63"
"training_1_frame_063","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_063_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","63"
"training_1_frame_064","Trans","result_pic\from_source_tifs\references\Trans\training_1_frame_064_Trans.png","256","256","20240821_the other one\training_1_Trans_center.tif","64"
"training_1_frame_064","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_1_frame_064_GFP_projected.png","256","256","20240821_the other one\training_1_GFP_center.tif","64"
"training_1_frame_064","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_1_frame_064_mCherry_projected.png","256","256","20240821_the other one\training_1_mCherry_center.tif","64"
"training_2_frame_000","Trans","result_pic\from_source_tifs\references\Trans\training_2_frame_000_Trans.png","256","256","20240821_the other one\training_2_Trans_center.tif","0"
"training_2_frame_000","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_2_frame_000_GFP_projected.png","256","256","20240821_the other one\training_2_GFP_center.tif","0"
"training_2_frame_000","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_2_frame_000_mCherry_projected.png","256","256","20240821_the other one\training_2_mCherry_center.tif","0"
"training_2_frame_001","Trans","result_pic\from_source_tifs\references\Trans\training_2_frame_001_Trans.png","256","256","20240821_the other one\training_2_Trans_center.tif","1"
"training_2_frame_001","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_2_frame_001_GFP_projected.png","256","256","20240821_the other one\training_2_GFP_center.tif","1"
"training_2_frame_001","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_2_frame_001_mCherry_projected.png","256","256","20240821_the other one\training_2_mCherry_center.tif","1"
"training_2_frame_002","Trans","result_pic\from_source_tifs\references\Trans\training_2_frame_002_Trans.png","256","256","20240821_the other one\training_2_Trans_center.tif","2"
"training_2_frame_002","GFP projected","result_pic\from_source_tifs\references\GFP_projected\training_2_frame_002_GFP_projected.png","256","256","20240821_the other one\training_2_GFP_center.tif","2"
"training_2_frame_002","mCherry projected","result_pic\from_source_tifs\references\mCherry_projected\training_2_frame_002_mCherry_projected.png","256","256","20240821_the other one\training_2_mCherry_center.tif","2"
"training_2_frame_003","Trans","result_pic\from_source_tifs\references\Trans\training_2_frame_003_Trans.png","256","256","20240821_the other one\training_2_Trans_center.tif","3"
